Ville;Type_bien;loyer_median;loyer_mensuel_median;loyer_annuel;surface_moyenne;prix_m2_appartement;prix_achat_calc;rendement_%
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;14,0;748.0;8976.0;58.0;4764;276312.0;3.248501693737514
Lyon;Appartement;18,2;533.0;6396.0;30.0;4764;142920.0;4.4752308984047025
Lyon;Appartement;14,3;679.0;8148.0;48.0;4764;228672.0;3.563182199832074
Lyon;Appartement;12,9;893.0;10716.0;71.0;4764;338244.0;3.1681271508142053
Lyon;Appartement;12,7;1190.0;14280.0;95.0;4764;452580.0;3.155243271907729
Lyon;Appartement;18,2;533.0;6396.0;30.0;4764;142920.0;4.4752308984047025
Lyon;Appartement;14,3;679.0;8148.0;48.0;4764;228672.0;3.563182199832074
Lyon;Appartement;12,9;893.0;10716.0;71.0;4764;338244.0;3.1681271508142053
Lyon;Appartement;12,7;1190.0;14280.0;95.0;4764;452580.0;3.155243271907729
Lyon;Appartement;14,9;756.0;9072.0;55.0;4764;262020.0;3.46233111976185
Lyon;Appartement;19,3;550.0;6600.0;30.0;4764;142920.0;4.6179680940386225
Lyon;Appartement;15,0;699.0;8388.0;48.0;4764;228672.0;3.6681360201511333
Lyon;Appartement;13,2;900.0;10800.0;69.0;4764;328716.0;3.2855108969444746
Lyon;Appartement;13,9;1446.0;17352.0;102.0;4764;485928.0;3.5708993925025934
Lyon;Appartement;13,6;738.0;8856.0;59.0;4764;281076.0;3.1507492635443795
Lyon;Appartement;17,8;528.0;6336.0;31.0;4764;147684.0;4.290241326074592
Lyon;Appartement;14,0;671.0;8052.0;48.0;4764;228672.0;3.5212006717044497
Lyon;Appartement;12,7;885.0;10620.0;71.0;4764;338244.0;3.1397452726434167
Lyon;Appartement;12,1;1170.0;14040.0;93.0;4764;443052.0;3.168928252214187
Lyon;Appartement;14,9;756.0;9072.0;55.0;4764;262020.0;3.46233111976185
Lyon;Appartement;19,3;550.0;6600.0;30.0;4764;142920.0;4.6179680940386225
Lyon;Appartement;15,0;699.0;8388.0;48.0;4764;228672.0;3.6681360201511333
Lyon;Appartement;13,2;900.0;10800.0;69.0;4764;328716.0;3.2855108969444746
Lyon;Appartement;13,9;1446.0;17352.0;102.0;4764;485928.0;3.5708993925025934
Lyon;Appartement;13,6;738.0;8856.0;59.0;4764;281076.0;3.1507492635443795
Lyon;Appartement;17,8;528.0;6336.0;31.0;4764;147684.0;4.290241326074592
Lyon;Appartement;14,0;671.0;8052.0;48.0;4764;228672.0;3.5212006717044497
Lyon;Appartement;12,7;885.0;10620.0;71.0;4764;338244.0;3.1397452726434167
Lyon;Appartement;12,1;1170.0;14040.0;93.0;4764;443052.0;3.168928252214187
Lyon;Appartement;14,1;708.0;8496.0;56.0;4764;266784.0;3.184598776538323
Lyon;Appartement;18,2;570.0;6840.0;32.0;4764;152448.0;4.486775818639799
Lyon;Appartement;14,3;675.0;8100.0;48.0;4764;228672.0;3.542191435768262
Lyon;Appartement;12,6;873.0;10476.0;72.0;4764;343008.0;3.054156171284635
Lyon;Appartement;12,3;1170.0;14040.0;96.0;4764;457344.0;3.0698992443324937
Lyon;Appartement;15,0;740.0;8880.0;54.0;4764;257256.0;3.4518145349379608
Lyon;Appartement;13,5;700.0;8400.0;56.0;4764;266784.0;3.1486146095717884
Lyon;Appartement;13,1;805.0;9660.0;66.0;4764;314424.0;3.0722845584306544
Lyon;Appartement;17,0;482.0;5784.0;30.0;4764;142920.0;4.047019311502939
Lyon;Appartement;13,1;628.0;7536.0;49.0;4764;233436.0;3.2282938364262583
Lyon;Appartement;12,0;815.0;9780.0;71.0;4764;338244.0;2.8914038386490226
Lyon;Appartement;12,8;1188.0;14256.0;93.0;4764;443052.0;3.217680994555944
Lyon;Appartement;15,3;807.0;9684.0;61.0;4764;290604.0;3.3323698228517156
Lyon;Appartement;12,8;803.0;9636.0;68.0;4764;323952.0;2.9745147429248777
Lyon;Appartement;13,4;750.0;9000.0;60.0;4764;285840.0;3.1486146095717884
Lyon;Appartement;18,2;533.0;6396.0;31.0;4764;147684.0;4.330868611359389
Lyon;Appartement;13,6;690.0;8280.0;51.0;4764;242964.0;3.40791228330123
Lyon;Appartement;12,1;900.0;10800.0;74.0;4764;352536.0;3.0635169174211994
Lyon;Appartement;11,3;1021.0;12252.0;94.0;4764;447816.0;2.735945120317273
Lyon;Appartement;14,0;782.0;9384.0;59.0;4764;281076.0;3.3385988131323914
Lyon;Appartement;13,4;750.0;9000.0;60.0;4764;285840.0;3.1486146095717884
Lyon;Appartement;14,1;800.0;9600.0;60.0;4764;285840.0;3.3585222502099077
Lyon;Appartement;21,0;497.0;5964.0;26.0;4764;123864.0;4.814958341406704
Lyon;Appartement;14,4;712.0;8544.0;49.0;4764;233436.0;3.6601038400246746
Lyon;Appartement;13,2;925.0;11100.0;69.0;4764;328716.0;3.376775088526266
Lyon;Appartement;13,3;1200.0;14400.0;96.0;4764;457344.0;3.1486146095717884
Lyon;Appartement;14,8;810.0;9720.0;56.0;4764;266784.0;3.643396905361641
Lyon;Appartement;13,9;793.0;9516.0;62.0;4764;295368.0;3.2217437230844235
Lyon;Appartement;15,1;738.0;8856.0;53.0;4764;252492.0;3.5074378594173283
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;15,6;671.0;8052.0;44.0;4764;209616.0;3.841309823677582
Lyon;Appartement;13,6;894.0;10728.0;65.0;4764;309660.0;3.4644448750242205
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;14,9;741.0;8892.0;53.0;4764;252492.0;3.5216957368946344
Lyon;Appartement;15,4;738.0;8856.0;52.0;4764;247728.0;3.574888587483046
Lyon;Appartement;14,1;708.0;8496.0;56.0;4764;266784.0;3.184598776538323
Lyon;Appartement;18,2;570.0;6840.0;32.0;4764;152448.0;4.486775818639799
Lyon;Appartement;14,3;675.0;8100.0;48.0;4764;228672.0;3.542191435768262
Lyon;Appartement;12,6;873.0;10476.0;72.0;4764;343008.0;3.054156171284635
Lyon;Appartement;12,3;1170.0;14040.0;96.0;4764;457344.0;3.0698992443324937
Lyon;Appartement;15,0;740.0;8880.0;54.0;4764;257256.0;3.4518145349379608
Lyon;Appartement;13,5;700.0;8400.0;56.0;4764;266784.0;3.1486146095717884
Lyon;Appartement;13,1;805.0;9660.0;66.0;4764;314424.0;3.0722845584306544
Lyon;Appartement;17,0;482.0;5784.0;30.0;4764;142920.0;4.047019311502939
Lyon;Appartement;13,1;628.0;7536.0;49.0;4764;233436.0;3.2282938364262583
Lyon;Appartement;12,0;815.0;9780.0;71.0;4764;338244.0;2.8914038386490226
Lyon;Appartement;12,8;1188.0;14256.0;93.0;4764;443052.0;3.217680994555944
Lyon;Appartement;15,3;807.0;9684.0;61.0;4764;290604.0;3.3323698228517156
Lyon;Appartement;12,8;803.0;9636.0;68.0;4764;323952.0;2.9745147429248777
Lyon;Appartement;13,4;750.0;9000.0;60.0;4764;285840.0;3.1486146095717884
Lyon;Appartement;18,2;533.0;6396.0;31.0;4764;147684.0;4.330868611359389
Lyon;Appartement;13,6;690.0;8280.0;51.0;4764;242964.0;3.40791228330123
Lyon;Appartement;12,1;900.0;10800.0;74.0;4764;352536.0;3.0635169174211994
Lyon;Appartement;11,3;1021.0;12252.0;94.0;4764;447816.0;2.735945120317273
Lyon;Appartement;14,0;782.0;9384.0;59.0;4764;281076.0;3.3385988131323914
Lyon;Appartement;13,4;750.0;9000.0;60.0;4764;285840.0;3.1486146095717884
Lyon;Appartement;14,1;800.0;9600.0;60.0;4764;285840.0;3.3585222502099077
Lyon;Appartement;21,0;497.0;5964.0;26.0;4764;123864.0;4.814958341406704
Lyon;Appartement;14,4;712.0;8544.0;49.0;4764;233436.0;3.6601038400246746
Lyon;Appartement;13,2;925.0;11100.0;69.0;4764;328716.0;3.376775088526266
Lyon;Appartement;13,3;1200.0;14400.0;96.0;4764;457344.0;3.1486146095717884
Lyon;Appartement;14,8;810.0;9720.0;56.0;4764;266784.0;3.643396905361641
Lyon;Appartement;13,9;793.0;9516.0;62.0;4764;295368.0;3.2217437230844235
Lyon;Appartement;15,1;738.0;8856.0;53.0;4764;252492.0;3.5074378594173283
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;15,6;671.0;8052.0;44.0;4764;209616.0;3.841309823677582
Lyon;Appartement;13,6;894.0;10728.0;65.0;4764;309660.0;3.4644448750242205
Lyon;Appartement;;;;50.0;4764;238200.0;
Lyon;Appartement;14,9;741.0;8892.0;53.0;4764;252492.0;3.5216957368946344
Lyon;Appartement;15,4;738.0;8856.0;52.0;4764;247728.0;3.574888587483046
Lyon;Appartement;13,7;700.0;8400.0;55.0;4764;262020.0;3.2058621479276392
Lyon;Appartement;17,6;490.0;5880.0;30.0;4764;142920.0;4.114189756507137
Lyon;Appartement;14,2;651.0;7812.0;47.0;4764;223908.0;3.488932954606356
Lyon;Appartement;12,5;836.0;10032.0;66.0;4764;314424.0;3.190596137699412
Lyon;Appartement;12,1;1045.0;12540.0;90.0;4764;428760.0;2.9247131262244612
Lyon;Appartement;17,6;490.0;5880.0;30.0;4764;142920.0;4.114189756507137
Lyon;Appartement;14,2;651.0;7812.0;47.0;4764;223908.0;3.488932954606356
Lyon;Appartement;12,5;836.0;10032.0;66.0;4764;314424.0;3.190596137699412
Lyon;Appartement;12,1;1045.0;12540.0;90.0;4764;428760.0;2.9247131262244612
Lyon;Appartement;14,6;720.0;8640.0;54.0;4764;257256.0;3.3585222502099077
Lyon;Appartement;17,9;520.0;6240.0;30.0;4764;142920.0;4.36607892527288
Lyon;Appartement;15,2;700.0;8400.0;47.0;4764;223908.0;3.751540811404684
Lyon;Appartement;12,9;850.0;10200.0;67.0;4764;319188.0;3.195608857475845
Lyon;Appartement;12,1;1121.0;13452.0;95.0;4764;452580.0;2.972292191435768
Lyon;Appartement;13,3;686.0;8232.0;55.0;4764;262020.0;3.1417449049690864
Lyon;Appartement;17,1;480.0;5760.0;29.0;4764;138156.0;4.169200034743334
Lyon;Appartement;13,6;631.0;7572.0;47.0;4764;223908.0;3.381746074280508
Lyon;Appartement;12,5;824.0;9888.0;66.0;4764;314424.0;3.144798107014732
Lyon;Appartement;11,9;1003.0;12036.0;89.0;4764;423996.0;2.8387060255285426
Lyon;Appartement;14,6;720.0;8640.0;54.0;4764;257256.0;3.3585222502099077
Lyon;Appartement;17,9;520.0;6240.0;30.0;4764;142920.0;4.36607892527288
Lyon;Appartement;15,2;700.0;8400.0;47.0;4764;223908.0;3.751540811404684
Lyon;Appartement;12,9;850.0;10200.0;67.0;4764;319188.0;3.195608857475845
Lyon;Appartement;12,1;1121.0;13452.0;95.0;4764;452580.0;2.972292191435768
Lyon;Appartement;13,3;686.0;8232.0;55.0;4764;262020.0;3.1417449049690864
Lyon;Appartement;17,1;480.0;5760.0;29.0;4764;138156.0;4.169200034743334
Lyon;Appartement;13,6;631.0;7572.0;47.0;4764;223908.0;3.381746074280508
Lyon;Appartement;12,5;824.0;9888.0;66.0;4764;314424.0;3.144798107014732
Lyon;Appartement;11,9;1003.0;12036.0;89.0;4764;423996.0;2.8387060255285426
Lyon;Appartement;14,3;612.0;7344.0;48.0;4764;228672.0;3.211586901763224
Lyon;Appartement;17,5;500.0;6000.0;30.0;4764;142920.0;4.198152812762385
Lyon;Appartement;14,1;630.0;7560.0;46.0;4764;219144.0;3.449786441791699
Lyon;Appartement;12,3;779.0;9348.0;64.0;4764;304896.0;3.0659634760705288
Lyon;Appartement;12,0;996.0;11952.0;93.0;4764;443052.0;2.697651742910539
Lyon;Appartement;15,1;698.0;8376.0;49.0;4764;233436.0;3.5881355060916054
Lyon;Appartement;13,7;578.0;6936.0;47.0;4764;223908.0;3.0977008414170104
Lyon;Appartement;12,9;718.0;8616.0;58.0;4764;276312.0;3.118214192651785
Lyon;Appartement;16,2;485.0;5820.0;31.0;4764;147684.0;3.940846672625335
Lyon;Appartement;13,0;650.0;7800.0;49.0;4764;233436.0;3.3413869326067958
Lyon;Appartement;12,3;765.0;9180.0;64.0;4764;304896.0;3.0108627204030225
Lyon;Appartement;11,9;900.0;10800.0;81.0;4764;385884.0;2.7987685418415897
Lyon;Appartement;13,5;745.0;8940.0;56.0;4764;266784.0;3.351025548758546
Lyon;Appartement;12,7;710.0;8520.0;59.0;4764;281076.0;3.031208641079281
Lyon;Appartement;12,8;670.0;8040.0;58.0;4764;276312.0;2.9097541909146183
Lyon;Appartement;16,7;482.0;5784.0;31.0;4764;147684.0;3.916470301454457
Lyon;Appartement;12,8;646.0;7752.0;49.0;4764;233436.0;3.320824551483062
Lyon;Appartement;11,6;844.0;10128.0;68.0;4764;323952.0;3.1263890946806936
Lyon;Appartement;11,7;1082.0;12984.0;94.0;4764;447816.0;2.8994051128141916
Lyon;Appartement;13,1;745.0;8940.0;64.0;4764;304896.0;2.932147355163728
Lyon;Appartement;12,6;660.0;7920.0;56.0;4764;266784.0;2.968693774739115
Lyon;Appartement;13,8;760.0;9120.0;58.0;4764;276312.0;3.300616694171806
Lyon;Appartement;19,1;482.0;5784.0;27.0;4764;128628.0;4.496688123892154
Lyon;Appartement;14,9;710.0;8520.0;48.0;4764;228672.0;3.7258606213266163
Lyon;Appartement;12,6;855.0;10260.0;68.0;4764;323952.0;3.167135871981034
Lyon;Appartement;12,6;1119.0;13428.0;93.0;4764;443052.0;3.030795482245876
Lyon;Appartement;14,9;740.0;8880.0;54.0;4764;257256.0;3.4518145349379608
Lyon;Appartement;13,5;794.0;9528.0;61.0;4764;290604.0;3.278688524590164
Lyon;Appartement;13,9;730.0;8760.0;56.0;4764;266784.0;3.2835552356962934
Lyon;Appartement;16,8;493.0;5916.0;29.0;4764;138156.0;4.282115869017632
Lyon;Appartement;14,9;630.0;7560.0;45.0;4764;214380.0;3.5264483627204033
Lyon;Appartement;13,6;854.0;10248.0;65.0;4764;309660.0;3.3094361557837626
Lyon;Appartement;12,0;1035.0;12420.0;87.0;4764;414468.0;2.996612524971771
Lyon;Appartement;14,8;726.0;8712.0;52.0;4764;247728.0;3.5167603177678743
Lyon;Appartement;13,8;736.0;8832.0;58.0;4764;276312.0;3.1963866933032223
Lyon;Appartement;14,3;612.0;7344.0;48.0;4764;228672.0;3.211586901763224
Lyon;Appartement;17,5;500.0;6000.0;30.0;4764;142920.0;4.198152812762385
Lyon;Appartement;14,1;630.0;7560.0;46.0;4764;219144.0;3.449786441791699
Lyon;Appartement;12,3;779.0;9348.0;64.0;4764;304896.0;3.0659634760705288
Lyon;Appartement;12,0;996.0;11952.0;93.0;4764;443052.0;2.697651742910539
Lyon;Appartement;15,1;698.0;8376.0;49.0;4764;233436.0;3.5881355060916054
Lyon;Appartement;13,7;578.0;6936.0;47.0;4764;223908.0;3.0977008414170104
Lyon;Appartement;12,9;718.0;8616.0;58.0;4764;276312.0;3.118214192651785
Lyon;Appartement;16,2;485.0;5820.0;31.0;4764;147684.0;3.940846672625335
Lyon;Appartement;13,0;650.0;7800.0;49.0;4764;233436.0;3.3413869326067958
Lyon;Appartement;12,3;765.0;9180.0;64.0;4764;304896.0;3.0108627204030225
Lyon;Appartement;11,9;900.0;10800.0;81.0;4764;385884.0;2.7987685418415897
Lyon;Appartement;13,5;745.0;8940.0;56.0;4764;266784.0;3.351025548758546
Lyon;Appartement;12,7;710.0;8520.0;59.0;4764;281076.0;3.031208641079281
Lyon;Appartement;12,8;670.0;8040.0;58.0;4764;276312.0;2.9097541909146183
Lyon;Appartement;16,7;482.0;5784.0;31.0;4764;147684.0;3.916470301454457
Lyon;Appartement;12,8;646.0;7752.0;49.0;4764;233436.0;3.320824551483062
Lyon;Appartement;11,6;844.0;10128.0;68.0;4764;323952.0;3.1263890946806936
Lyon;Appartement;11,7;1082.0;12984.0;94.0;4764;447816.0;2.8994051128141916
Lyon;Appartement;13,1;745.0;8940.0;64.0;4764;304896.0;2.932147355163728
Lyon;Appartement;12,6;660.0;7920.0;56.0;4764;266784.0;2.968693774739115
Lyon;Appartement;13,8;760.0;9120.0;58.0;4764;276312.0;3.300616694171806
Lyon;Appartement;19,1;482.0;5784.0;27.0;4764;128628.0;4.496688123892154
Lyon;Appartement;14,9;710.0;8520.0;48.0;4764;228672.0;3.7258606213266163
Lyon;Appartement;12,6;855.0;10260.0;68.0;4764;323952.0;3.167135871981034
Lyon;Appartement;12,6;1119.0;13428.0;93.0;4764;443052.0;3.030795482245876
Lyon;Appartement;14,9;740.0;8880.0;54.0;4764;257256.0;3.4518145349379608
Lyon;Appartement;13,5;794.0;9528.0;61.0;4764;290604.0;3.278688524590164
Lyon;Appartement;13,9;730.0;8760.0;56.0;4764;266784.0;3.2835552356962934
Lyon;Appartement;16,8;493.0;5916.0;29.0;4764;138156.0;4.282115869017632
Lyon;Appartement;14,9;630.0;7560.0;45.0;4764;214380.0;3.5264483627204033
Lyon;Appartement;13,6;854.0;10248.0;65.0;4764;309660.0;3.3094361557837626
Lyon;Appartement;12,0;1035.0;12420.0;87.0;4764;414468.0;2.996612524971771
Lyon;Appartement;14,8;726.0;8712.0;52.0;4764;247728.0;3.5167603177678743
Lyon;Appartement;13,8;736.0;8832.0;58.0;4764;276312.0;3.1963866933032223
Lyon;Appartement;13,2;680.0;8160.0;56.0;4764;266784.0;3.0586541921554513
Lyon;Appartement;16,5;480.0;5760.0;30.0;4764;142920.0;4.030226700251889
Lyon;Appartement;14,1;637.0;7644.0;46.0;4764;219144.0;3.488117402256051
Lyon;Appartement;12,0;800.0;9600.0;65.0;4764;309660.0;3.1001743848091454
Lyon;Appartement;11,3;950.0;11400.0;88.0;4764;419232.0;2.719258071902908
Lyon;Appartement;16,5;480.0;5760.0;30.0;4764;142920.0;4.030226700251889
Lyon;Appartement;14,1;637.0;7644.0;46.0;4764;219144.0;3.488117402256051
Lyon;Appartement;12,0;800.0;9600.0;65.0;4764;309660.0;3.1001743848091454
Lyon;Appartement;11,3;950.0;11400.0;88.0;4764;419232.0;2.719258071902908
Lyon;Appartement;13,7;700.0;8400.0;56.0;4764;266784.0;3.1486146095717884
Lyon;Appartement;17,1;500.0;6000.0;30.0;4764;142920.0;4.198152812762385
Lyon;Appartement;14,3;642.0;7704.0;46.0;4764;219144.0;3.515496659730588
Lyon;Appartement;12,7;815.0;9780.0;65.0;4764;309660.0;3.158302654524317
Lyon;Appartement;12,6;1076.0;12912.0;91.0;4764;433524.0;2.9783818196916436
Lyon;Appartement;12,8;671.0;8052.0;56.0;4764;266784.0;3.0181720043181
Lyon;Appartement;16,4;478.0;5736.0;30.0;4764;142920.0;4.01343408900084
Lyon;Appartement;14,0;630.0;7560.0;46.0;4764;219144.0;3.449786441791699
Lyon;Appartement;11,9;794.0;9528.0;65.0;4764;309660.0;3.076923076923077
Lyon;Appartement;11,2;910.0;10920.0;86.0;4764;409704.0;2.6653388788003043
Lyon;Appartement;13,7;700.0;8400.0;56.0;4764;266784.0;3.1486146095717884
Lyon;Appartement;17,1;500.0;6000.0;30.0;4764;142920.0;4.198152812762385
Lyon;Appartement;14,3;642.0;7704.0;46.0;4764;219144.0;3.515496659730588
Lyon;Appartement;12,7;815.0;9780.0;65.0;4764;309660.0;3.158302654524317
Lyon;Appartement;12,6;1076.0;12912.0;91.0;4764;433524.0;2.9783818196916436
Lyon;Appartement;12,8;671.0;8052.0;56.0;4764;266784.0;3.0181720043181
Lyon;Appartement;16,4;478.0;5736.0;30.0;4764;142920.0;4.01343408900084
Lyon;Appartement;14,0;630.0;7560.0;46.0;4764;219144.0;3.449786441791699
Lyon;Appartement;11,9;794.0;9528.0;65.0;4764;309660.0;3.076923076923077
Lyon;Appartement;11,2;910.0;10920.0;86.0;4764;409704.0;2.6653388788003043
Lyon;Appartement;13,2;600.0;7200.0;48.0;4764;228672.0;3.1486146095717884
Lyon;Appartement;16,5;475.0;5700.0;32.0;4764;152448.0;3.7389798488664985
Lyon;Appartement;13,5;600.0;7200.0;45.0;4764;214380.0;3.3585222502099077
Lyon;Appartement;11,8;737.0;8844.0;64.0;4764;304896.0;2.90066120906801
Lyon;Appartement;11,0;928.0;11136.0;88.0;4764;419232.0;2.6562857797114723
Lyon;Appartement;13,8;600.0;7200.0;47.0;4764;223908.0;3.2156064097754435
Lyon;Appartement;12,7;602.0;7224.0;48.0;4764;228672.0;3.1591099916036947
Lyon;Appartement;11,9;660.0;7920.0;57.0;4764;271548.0;2.916611427813867
Lyon;Appartement;16,5;450.0;5400.0;29.0;4764;138156.0;3.908625032571875
Lyon;Appartement;13,5;610.0;7320.0;46.0;4764;219144.0;3.3402694118935496
Lyon;Appartement;11,2;700.0;8400.0;64.0;4764;304896.0;2.7550377833753146
Lyon;Appartement;10,0;798.0;9576.0;79.0;4764;376356.0;2.5443994515830757
Lyon;Appartement;11,3;700.0;8400.0;59.0;4764;281076.0;2.98851556162746
Lyon;Appartement;12,2;653.0;7836.0;56.0;4764;266784.0;2.9372076286433972
Lyon;Appartement;12,0;687.0;8244.0;61.0;4764;290604.0;2.8368501465912375
Lyon;Appartement;15,7;485.0;5820.0;31.0;4764;147684.0;3.940846672625335
Lyon;Appartement;12,5;618.0;7416.0;49.0;4764;233436.0;3.176887883616923
Lyon;Appartement;10,4;725.0;8700.0;68.0;4764;323952.0;2.685583049340643
Lyon;Appartement;11,0;927.0;11124.0;89.0;4764;423996.0;2.6236096566948746
Lyon;Appartement;12,9;700.0;8400.0;66.0;4764;314424.0;2.671551789939699
Lyon;Appartement;11,4;685.0;8220.0;60.0;4764;285840.0;2.8757346767422334
Lyon;Appartement;13,2;750.0;9000.0;59.0;4764;281076.0;3.2019809588865646
Lyon;Appartement;18,5;500.0;6000.0;28.0;4764;133392.0;4.49802087081684
Lyon;Appartement;14,1;654.0;7848.0;46.0;4764;219144.0;3.5812068776694774
Lyon;Appartement;11,9;820.0;9840.0;68.0;4764;323952.0;3.0374870351163135
Lyon;Appartement;11,7;1080.0;12960.0;92.0;4764;438288.0;2.956959807250027
Lyon;Appartement;14,1;780.0;9360.0;59.0;4764;281076.0;3.3300601972420267
Lyon;Appartement;12,6;710.0;8520.0;59.0;4764;281076.0;3.031208641079281
Lyon;Appartement;13,9;732.0;8784.0;55.0;4764;262020.0;3.352415846118617
Lyon;Appartement;15,8;460.0;5520.0;29.0;4764;138156.0;3.995483366629028
Lyon;Appartement;14,9;657.0;7884.0;45.0;4764;214380.0;3.6775818639798485
Lyon;Appartement;13,1;835.0;10020.0;64.0;4764;304896.0;3.286366498740554
Lyon;Appartement;12,5;1045.0;12540.0;90.0;4764;428760.0;2.9247131262244612
Lyon;Appartement;14,2;724.0;8688.0;55.0;4764;262020.0;3.315777421570872
Lyon;Appartement;13,7;735.0;8820.0;56.0;4764;266784.0;3.3060453400503778
Lyon;Appartement;13,2;600.0;7200.0;48.0;4764;228672.0;3.1486146095717884
Lyon;Appartement;16,5;475.0;5700.0;32.0;4764;152448.0;3.7389798488664985
Lyon;Appartement;13,5;600.0;7200.0;45.0;4764;214380.0;3.3585222502099077
Lyon;Appartement;11,8;737.0;8844.0;64.0;4764;304896.0;2.90066120906801
Lyon;Appartement;11,0;928.0;11136.0;88.0;4764;419232.0;2.6562857797114723
Lyon;Appartement;13,8;600.0;7200.0;47.0;4764;223908.0;3.2156064097754435
Lyon;Appartement;12,7;602.0;7224.0;48.0;4764;228672.0;3.1591099916036947
Lyon;Appartement;11,9;660.0;7920.0;57.0;4764;271548.0;2.916611427813867
Lyon;Appartement;16,5;450.0;5400.0;29.0;4764;138156.0;3.908625032571875
Lyon;Appartement;13,5;610.0;7320.0;46.0;4764;219144.0;3.3402694118935496
Lyon;Appartement;11,2;700.0;8400.0;64.0;4764;304896.0;2.7550377833753146
Lyon;Appartement;10,0;798.0;9576.0;79.0;4764;376356.0;2.5443994515830757
Lyon;Appartement;11,3;700.0;8400.0;59.0;4764;281076.0;2.98851556162746
Lyon;Appartement;12,2;653.0;7836.0;56.0;4764;266784.0;2.9372076286433972
Lyon;Appartement;12,0;687.0;8244.0;61.0;4764;290604.0;2.8368501465912375
Lyon;Appartement;15,7;485.0;5820.0;31.0;4764;147684.0;3.940846672625335
Lyon;Appartement;12,5;618.0;7416.0;49.0;4764;233436.0;3.176887883616923
Lyon;Appartement;10,4;725.0;8700.0;68.0;4764;323952.0;2.685583049340643
Lyon;Appartement;11,0;927.0;11124.0;89.0;4764;423996.0;2.6236096566948746
Lyon;Appartement;12,9;700.0;8400.0;66.0;4764;314424.0;2.671551789939699
Lyon;Appartement;11,4;685.0;8220.0;60.0;4764;285840.0;2.8757346767422334
Lyon;Appartement;13,2;750.0;9000.0;59.0;4764;281076.0;3.2019809588865646
Lyon;Appartement;18,5;500.0;6000.0;28.0;4764;133392.0;4.49802087081684
Lyon;Appartement;14,1;654.0;7848.0;46.0;4764;219144.0;3.5812068776694774
Lyon;Appartement;11,9;820.0;9840.0;68.0;4764;323952.0;3.0374870351163135
Lyon;Appartement;11,7;1080.0;12960.0;92.0;4764;438288.0;2.956959807250027
Lyon;Appartement;14,1;780.0;9360.0;59.0;4764;281076.0;3.3300601972420267
Lyon;Appartement;12,6;710.0;8520.0;59.0;4764;281076.0;3.031208641079281
Lyon;Appartement;13,9;732.0;8784.0;55.0;4764;262020.0;3.352415846118617
Lyon;Appartement;15,8;460.0;5520.0;29.0;4764;138156.0;3.995483366629028
Lyon;Appartement;14,9;657.0;7884.0;45.0;4764;214380.0;3.6775818639798485
Lyon;Appartement;13,1;835.0;10020.0;64.0;4764;304896.0;3.286366498740554
Lyon;Appartement;12,5;1045.0;12540.0;90.0;4764;428760.0;2.9247131262244612
Lyon;Appartement;14,2;724.0;8688.0;55.0;4764;262020.0;3.315777421570872
Lyon;Appartement;13,7;735.0;8820.0;56.0;4764;266784.0;3.3060453400503778
Lyon;Appartement;12,5;690.0;8280.0;59.0;4764;281076.0;2.9458224821756396
Lyon;Appartement;16,6;481.0;5772.0;28.0;4764;133392.0;4.3270960777258
Lyon;Appartement;14,2;620.0;7440.0;46.0;4764;219144.0;3.3950279268426238
Lyon;Appartement;11,9;780.0;9360.0;65.0;4764;309660.0;3.022670025188917
Lyon;Appartement;10,3;800.0;9600.0;83.0;4764;395412.0;2.427847409790295
Lyon;Appartement;16,6;481.0;5772.0;28.0;4764;133392.0;4.3270960777258
Lyon;Appartement;14,2;620.0;7440.0;46.0;4764;219144.0;3.3950279268426238
Lyon;Appartement;11,9;780.0;9360.0;65.0;4764;309660.0;3.022670025188917
Lyon;Appartement;10,3;800.0;9600.0;83.0;4764;395412.0;2.427847409790295
Lyon;Appartement;13,0;768.0;9216.0;59.0;4764;281076.0;3.278828501899842
Lyon;Appartement;17,3;524.0;6288.0;27.0;4764;128628.0;4.888515719749977
Lyon;Appartement;15,0;642.0;7704.0;45.0;4764;214380.0;3.5936188077246007
Lyon;Appartement;12,7;825.0;9900.0;66.0;4764;314424.0;3.1486146095717884
Lyon;Appartement;10,9;892.0;10704.0;83.0;4764;395412.0;2.7070498619161785
Lyon;Appartement;12,1;672.0;8064.0;59.0;4764;281076.0;2.868974939162362
Lyon;Appartement;16,6;466.0;5592.0;28.0;4764;133392.0;4.1921554516012955
Lyon;Appartement;13,9;607.0;7284.0;46.0;4764;219144.0;3.323841857408827
Lyon;Appartement;11,5;750.0;9000.0;64.0;4764;304896.0;2.9518261964735517
Lyon;Appartement;10,0;794.0;9528.0;83.0;4764;395412.0;2.4096385542168677
Lyon;Appartement;13,0;768.0;9216.0;59.0;4764;281076.0;3.278828501899842
Lyon;Appartement;17,3;524.0;6288.0;27.0;4764;128628.0;4.888515719749977
